appid,displayName,WhyExcluded
a4c1cdb3-88ab-4d13-bc99-1c46106f0727,Marketplace Reviews,Microsoft
a4c95b9e-3994-40cc-8953-5dc66d48348d,Microsoft Container Registry,Microsoft
a522f059-bb65-47c0-8934-7db6e5286414,CCIBot,Microsoft
a57aca87-cbc0-4f3c-8b9e-dc095fdc8978,IAM Supportability,Microsoft
a59cef1e-2e32-4703-8dab-810d9807efeb,ccibots,Microsoft
a665538c-5b51-48a1-b3a5-cf20f42c3785,Prod-DPS-vNext-1P,Microsoft
a672d62c-fc7b-4e81-a576-e60dc46e951d,Microsoft Power Query for Excel,Microsoft
a672d62c-fc7b-4e81-a576-e60dc46e951d,Microsoft Power Query for Excel (desktop client),Microsoft
a68e1e61-ad4f-45b6-897d-0a1ea8786345,Office365 Shell WCSS-Server Default,Microsoft
a69788c6-1d43-44ed-9ca3-b83e194da255,Azure Data Studio,Microsoft
a6aa9161-5291-40bb-8c5c-923b567bee3b,Storage Resource Provider,Microsoft
a6d2002e-7db6-4da0-94e8-73765fdbc7fb,ProcessSimpleDoD,Microsoft
a70c8393-7c0c-4c1e-916a-811bd476ee11,Microsoft Defender for Cloud CIEM,Microsoft
a7d42dcf-5f3b-41b0-8ad5-e7c5808c617a,PowerPlatformEnvironmentManagement,Microsoft
a81833f1-fd18-490b-8598-60cd7b6b0382,PowerApps - apps.gov.powerapps.us,Microsoft
a855a166-fd92-4c76-b60d-a791e0762432,Microsoft Teams VSTS,Microsoft
a882f5bd-2492-44fe-bb55-a811aab59451,Intune Compliance Client Prod,Microsoft
a8adde6c-aeb4-4fd6-9d8f-c2dfdecac60a,Dynamics 365 collaboration with Microsoft Teams,Microsoft
a8b6bf88-1d1a-4626-b040-9a729ea93c65,Compute Artifacts Publishing Service,Microsoft
a8f7a65c-f5ba-4859-b2d6-df772c264e9d,make.powerapps.com,Microsoft
a94f9c62-97fe-4d19-b06d-472bed8d2bcf,Azure SQL Database and Data Warehouse,Microsoft
a99783bc-5466-4cef-82eb-ebf285d77131,Common Job Provider,Microsoft
aa580612-c342-4ace-9055-8edee43ccb89,Microsoft Teams Shifts,Microsoft
aa813f0e-407a-459d-93af-805f2bf10f33,Substrate Conversation Intelligence Service,Microsoft
aa9ecb1e-fd53-4aaa-a8fe-7a54de2c1334,Office 365 Configure,Microsoft
aacceff9-8ec3-413c-83eb-cb131aaf55c6,Arc Public Cloud - Servers,Microsoft
aad3e70f-aa64-4fde-82aa-c9d97a4501dc,RPA - Machine Management Relay Service,Microsoft
aaf3f152-fe17-487b-b671-44d3f7bad293,Mimir,Microsoft
ab158d9a-0b5c-4cc3-bb2b-f6646581e4e4,CAP Neptune Prod CM Prod,Microsoft
ab27a73e-a3ba-4e43-8360-8bcc717114d8,Microsoft.OfficeModernCalendar,Microsoft
ab3be6b7-f5df-413d-ac2d-abf1e3fd9c0b,Microsoft Teams Graph Service,Microsoft
ab9468a9-c559-47ec-86f6-2f1b48612c09,DataSyncService,Microsoft
ab9b8c07-8f02-4f72-87fa-80105867a763,OneDrive SyncEngine,Microsoft
abc63b55-0325-4305-9e1e-3463b182a6dc,TenantSearchProcessors,Microsoft
abfa0a7c-a6b6-4736-8310-5855508787cd,Microsoft Azure App Service,Microsoft
ac6dbf5e-1087-4434-beb2-0ebf7bd1b883,Microsoft Defender for Cloud Apps - Customer Experience,Microsoft
ac9dc5fe-b644-4832-9d03-d9f1ab70c5f7,Microsoft.ConnectedVMwarevSphere Resource Provider,Microsoft
ad40333e-9910-4b61-b281-e3aeeb8c3ef3,AI Builder Authorization Service,Microsoft
ad9edce3-988f-4297-bc89-a683756bea59,MSXFAQ Redirect,Microsoft
adb31c9c-be95-4772-83a3-f5dab278e3a6,Office Python Service MSA and AAD,Microsoft
adc59501-b8c1-453a-a88b-9f4b244c1631,PowerApps Web Player Service - play.apps.appsplatform.us,Microsoft
ae7deb89-ca76-4073-bf3e-b72165ac58e9,Power Automate Desktop DoD,Microsoft
aeb01831-b358-4750-92ce-722e4f3ea7e8,BizQA for CDS,Microsoft
aeb86249-8ea3-49e2-900b-54cc8e308f85,M365 License Manager,Microsoft
aebc6443-996d-45c2-90f0-388ff96faa56,Visual Studio Code,Microsoft
af124e86-4e96-495a-b70a-90f90ab96707,OneDrive iOS App,Microsoft
af47b99c-8954-4b45-ab68-8121157418ef,MicrosoftAzureActiveDirectoryIntegratedApp,Microsoft
b1379a75-ce5e-4fa3-80c6-89bb39bf646c,Microsoft Teams Chat Aggregator,Microsoft
b145fb8f-d278-464f-8de1-894b596ecbde,PowerApps - apps.high.powerapps.us,Microsoft
b15cc146-2b25-46c7-90c1-daa6c3e8386b,CRM Groups Integration,Microsoft
b15f3d14-f6d1-4c0d-93da-d4136c97f006,Azure Storage Insights Resource Provider,Microsoft
b20d0d3a-dc90-485b-ad11-6031e769e221,CrmSalesInsights,Microsoft
b20d0d3a-dc90-485b-ad11-6031e769e221,SalesInsightsWebApp,Microsoft
b26aadf8-566f-4478-926f-589f601d9c74,OneDrive,Microsoft
b2b4502c-fedd-4748-8828-09e1eae11d6a,Dynamics 365 Universal Resource Scheduling,Microsoft
b2cc270f-563e-4d8a-af47-f00963a71dcd,OneProfile Service,Microsoft
b40c5461-8421-49de-97b8-b82f4467c611,MVP Summit,Microsoft
b46c3ac5-9da6-418f-a849-0a07a10b3c6c,Cloud Infrastructure Entitlement Management,Microsoft
b4bddae8-ab25-483e-8670-df09b9f1d0ea,Signup,Microsoft
b4ca0290-4e73-4e31-ade0-c82ecfaabf6a,Azure DNS Managed Resolver,Microsoft
b4ec8d8b-0275-4833-8568-690db4af4b45,ecvl-assets-aad,Microsoft
b503eb83-1222-4dcc-b116-b98ed5216e05,Azure Notification Service,Microsoft
b51a99a9-ccaa-4687-aa2c-44d1558295f4,Microsoft Exact Data Match Upload Agent,Microsoft
b52893c8-bc2e-47fc-918b-77022b299bbc,Power BI Data Refresh,Microsoft
b55b276d-2b09-4ad2-8de5-f09cf24ffba9,Microsoft Teams Templates Service,Microsoft
b5a60e17-278b-4c92-a4e2-b9262e66bb28,Azure MFA StrongAuthenticationService,Microsoft
b5faaec4-04c9-45e6-990a-093ed6d02c94,Dynamic 365 Sales Insights Connector for Power Automate,Microsoft
b5ff67d6-3155-4fca-965a-59a3655c4476,diagrams.net,Microsoft
b692184e-b47f-4706-b352-84b288d2d9ee,Microsoft.MileIQ.RESTService,Microsoft
b6a1fec6-8029-456b-81ed-de7754615362,TI-1P-APP,Microsoft
b6b84568-6c01-4981-a80f-09da9a20bbed,Microsoft Invoicing,Microsoft
b6fb6bd6-f0fb-4a60-beb1-4e50afd0eaa9,PowerAppsDataPlaneBackend,Microsoft
b73f62d0-210b-4396-a4c5-ea50c4fab79b,Skype Business Voice Fraud Detection and Prevention,Microsoft
b7912db9-aa33-4820-9d4f-709830fdd78f,ConnectionsService,Microsoft
b8066b99-6e67-41be-abfa-75db1a2c8809,Microsoft Intune IW Service,Microsoft
b80a77b1-a78c-4655-9283-e40bbc285af0,CrmSalesInsightsTIP,Microsoft
b861dbcc-a7ef-4219-a005-0e4de4ea7dcf,CrmExporter,Microsoft
b861dbcc-a7ef-4219-a005-0e4de4ea7dcf,Data Export Service for Microsoft Dynamics 365,Microsoft
b8cf62f3-7cc7-4e32-ab3a-41370ef0cfcf,Azure Machine Learning Services Asset Notification,Microsoft
b97b6bd4-a49f-4a0c-af18-af507d1da76c,Office Shredding Service,Microsoft
b9a92e36-2cf8-4f4e-bcb3-9d99e00e14ab,Compute Recommendation Service,Microsoft
b9f7f9ce-78c7-4651-8663-c2ba51a2556a,SIAutoCapture,Microsoft
ba11fd0d-1038-4d56-8cd4-c1da7f167017,carius.de,Microsoft
ba23cd2a-306c-48f2-9d62-d3ecd372dfe4,OfficeGraph,Microsoft
ba9ff945-a723-4ab5-a977-bd8c9044fe61,My Staff,Microsoft
bb0fc165-b959-4e50-a8fc-309c1193e396,CRM Power BI Integration GCC,Microsoft
bb2a2e3a-c5e7-4f0a-88e0-8e01fd3fc1f4,CPIM Service,Microsoft
bb55177b-a7d9-4939-a257-8ab53a3b2bc6,Azure Arc Data Services,Microsoft
bb8f18b0-9c38-48c9-a847-e1ef3af0602d,Microsoft.Azure.ActiveDirectoryIUX,Microsoft
bc59ab01-8403-45c6-8796-ac3ef710b3e3,Outlook Online Add-in App,Microsoft
bceea168-88ac-4736-95dc-4ce488ffe324,Microsoft Defender for Cloud,Microsoft
bd414a4d-005a-4a51-a63e-12097e3dcd19,LobeClientDev,Microsoft
bd6d9218-235b-4abd-b3be-9ff157dcf36c,MDC Data Sensitivity,Microsoft
bdb3d4c5-dc11-426e-8f04-2621dbcce738,Flow-RP,Microsoft
be5f0473-6b57-40f8-b0a9-b3054b41b99e,IBuilder_StructuredML_Prod_CDS,Microsoft
be5f0473-6b57-40f8-b0a9-b3054b41b99e,AI Builder Prod Non God Mode,Microsoft
bee5ee7b-22c7-4e94-9b8b-031319e230a3,Viva Goals Integrations,Microsoft
bf26f092-3426-4a99-abfb-97dad74e661a,Azure AD Identity Governance,Microsoft
bf283ae6-5efd-44a8-b56a-2a7939982d60,Azure Machine Learning Authorization App 2,Microsoft
bf4fa6bf-d24c-4d1c-8cfd-12063dd646b2,AADPremiumService,Microsoft
bf7b96b3-68e4-4fd9-b697-637f0f1e778c,Universal Store Entitlements Service,Microsoft
bf9fc203-c1ff-4fd4-878b-323642e462ec,Jarvis Transaction Service,Microsoft
c066d759-24ae-40e7-a56f-027002b5d3e4,M365DataAtRestEncryption,Microsoft
c09dc6d6-3bff-482b-8e40-68b3ad65f3fa,ProductsLifecycleApp,Microsoft
c0d2a505-13b8-4ae0-aa9e-cddd5eab0b12,Microsoft Power BI,Microsoft
c10f411a-874c-485c-9d66-6e0b34202c41,SEAL SNI,Microsoft
c161e42e-d4df-4a3d-9b42-e7a3c31f59d4,Microsoft Intune API,Microsoft
c26550d6-bc82-4484-82ca-ac1c75308ca3,Office 365 YammerOnOls,Microsoft
c2ada927-a9e2-4564-aae2-70775a2fa0af,OCaaS Client Interaction Service,Microsoft
c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7,Azure Advisor,Microsoft
c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Azure Portal,Microsoft
c495cfdc-814f-46a1-89f0-657921c9fbe0,Azure AD Identity Governance - Dynamics 365 Management,Microsoft
c4c008ec-e9c5-455c-b7e3-92c49982bc84,PowerAutomate-ProcessMining-PPE,Microsoft
c5393580-f805-4401-95e8-94b7a6ef2fc2,Office 365 Management APIs,Microsoft
c58637bb-e2e1-4312-8a00-04b5ffcd3403,SharePoint Online Client Extensibility,Microsoft
c5b17a4f-cc6f-4649-9480-684280a2af3a,aciapi,Microsoft
c606301c-f764-4e6b-aa45-7caaaea93c9a,Office Store,Microsoft
c616a574-21d3-46fa-92b7-90d84a4c7cd8,SharePoint Online Client Extensibility Web Application Principal Helper,Microsoft
c61d67cf-295a-462c-972f-33af37008751,Call Quality Dashboard,Microsoft
c6868ab4-5ded-440d-aedf-fa8b0d5b8429,EventPoint sign in,Microsoft
c6871074-3ded-4935-a5dc-b8f8d91d7d06,ISV Portal,Microsoft
c6a9976b-9beb-43b8-9aea-52a55ba8e39b,Flow-CDSNativeConnectorGermany,Microsoft
c6d1e3ad-0185-40e0-a11b-0542b185d12c,PowerAppsGov,Microsoft
c6e44401-4d0a-4542-ab22-ecd4c90d28d7,App Protection,Microsoft
c728155f-7b2a-4502-a08b-b8af9b269319,AAD Request Verification Service - PROD,Microsoft
c7d28c4f-0d2c-49d6-a88d-a275cc5473c7,AIRS,Microsoft
c830ddb0-63e6-4f22-bd71-2ad47198a23e,Microsoft To-Do,Microsoft
c84a0f23-a0f8-4e8e-918b-57db620d110a,Power Platform Admin Center Client Test,Microsoft
c8f5141d-83e0-4e9a-84d0-bb6677e26f64,Azure Guest Container Update Manager,Microsoft
c92229fa-e4e7-47fc-81a8-01386459c021,CDSUserManagement,Microsoft
c92229fa-e4e7-47fc-81a8-01386459c021,Common Data Service User Management,Microsoft
c9224372-5534-42cb-a48b-8db4f4a3892e,MS Teams Griffin Assistant,Microsoft
c9299480-c13a-49db-a7ae-cdfe54fe0313,PowerApps-Advisor,Microsoft
c94526fa-9f4b-4d30-99f5-849636e4552f,Office 365 Client Insights Substrate Services Prod,Microsoft
c9475445-9789-4fef-9ec5-cde4a9bcd446,Messaging Bot API Application for GCC,Microsoft
c98e5057-edde-4666-b301-186a01b4dc58,MicrosoftEndpointDLP,Microsoft
c9a559d2-7aab-4f13-a6ed-e7e9c52aec87,Microsoft Forms,Microsoft
c9b24c1a-09c1-4726-a288-709c86a12a9b,Omnichannel,Microsoft
c9d36ed4-91b3-4c87-b8d7-68d92826c96c,Modern Workplace Customer APIs,Microsoft
ca0a114d-6fbc-46b3-90fa-2ec954794ddb,Microsoft Device Management Checkin,Microsoft
ca7f3f0b-7d91-482c-8e09-c5d840d0eac5,Log Analytics API,Microsoft
cb1056e2-e479-49de-ae31-7812af012ed8,Microsoft Azure Active Directory Connect,Microsoft
cb1bda4c-1213-4e8b-911a-0a8c83c5d3b7,o365.servicecommunications.microsoft.com,Microsoft
cb250467-fc8f-4c42-8349-9ff9e9a17b02,CAS API Security RP Dev,Microsoft
cb47b44e-c0a3-47a5-85ce-3dc039c85e80,PADWAMigratorGCCHigh,Microsoft
cb4dc29f-0bf4-402a-8b30-7511498ed654,Power BI Premium,Microsoft
cbfda01c-c883-45aa-aedc-e7a484615620,Microsoft Windows AutoPilot Service API,Microsoft
cbff9545-769a-4b41-b76e-fbb069e8727e,Microsoft Defender for Cloud Pricing Resource Provider,Microsoft
cc15fd57-2c6c-4117-a88c-83b1d56b4bbe,Microsoft Teams Services,Microsoft
cc46c2aa-d508-409b-aeb7-df7cd1e07aaa,MAPG,Microsoft
ccf4d8df-75ce-4107-8ea5-7afd618d4d8a,Microsoft Intune AAD BitLocker Recovery Key Integration,Microsoft
cd34d57a-a3ef-48b1-b84b-9686f0f7c099,Aria,Microsoft
cdccd920-384b-4a25-897d-75161a4b74c1,Skype Teams Firehose,Microsoft
ce384d7c-6755-471d-91aa-1b48cc519c49,AppDeploymentOrchestration-Preprod,Microsoft
ce6ff14a-7fdc-4685-bbe0-f6afdfcfa8e0,Microsoft Azure Linux Virtual Machine Sign-In,Microsoft
ce79fdc4-cd1d-4ea5-8139-e74d7dbe0bb7,AAD Lifecycle Management,Microsoft
ce933385-9390-45d1-9512-c8d228074e07,Skype for Business OrgAA,Microsoft
ce9f9f18-dd0c-473e-b9b2-47812435e20d,Microsoft Dynamics CRM for tablets and phones,Microsoft
cf53fce8-def6-4aeb-8d30-b158e7b1cf83,Microsoft Stream Portal,Microsoft
cf6c77f8-914f-4078-baef-e39a5181158b,Microsoft Teams Settings Store,Microsoft
cf710c6e-dfcc-4fa8-a093-d47294e44c66,Azure Analysis Services Client,Microsoft
cf8f0657-7610-4b05-8723-a4322ae045c6,Microsoft Dynamics Document Routing Agent,Microsoft
cfa8b339-82a2-471a-a3c9-0fc0be7a4093,Azure Key Vault,Microsoft
cfbd4387-1a16-4945-83c0-ec10e46cd4da,Azure Security for IoT,Microsoft
d00b5d58-cae5-42ad-ae0a-5a2e6f7ee6c9,Arc Token Service,Microsoft
d024ca46-2708-4d20-903e-b18b7e1d95dc,Dynamics365Assistant,Microsoft
d0597157-f0ae-4e23-b06c-9e65de434c4f,Microsoft Teams Task Service,Microsoft
d0af0b2c-272b-4820-80ce-af3cc751950f,sophia.api.microsoft.com,Microsoft
d0ef82bb-244a-4458-9eb4-24a9f093f2c4,Defender for Cloud - Private Link Resource Provider,Microsoft
d29a4c00-4966-492a-84dd-47e779578fb7,Discovery Service,Microsoft
d2a0a418-0aac-4541-82b2-b3142c89da77,Microsoft Operations Management Suite,Microsoft
d2a590e7-6906-4a45-8f41-cecfdca9bca1,Hybrid RP Application,Microsoft
d2fa1650-4805-4a83-bcb9-cf41fe63539c,ACR-Tasks-Prod,Microsoft
d326c1ce-6cc6-4de2-bebc-4591e5e13ef0,SharePoint,Microsoft
d32c68ad-72d2-4acb-a0c7-46bb2cf93873,Microsoft Activity Feed Service,Microsoft
d3590ed6-52b3-4102-aeff-aad2292ab01c,Microsoft Access client,Microsoft
d3590ed6-52b3-4102-aeff-aad2292ab01c,Microsoft Office,Microsoft
d3ee6f25-becc-4659-9bc6-bbe6af7d18e6,OneLTI,Microsoft
d4a55fa7-2c20-434d-8942-689200452979,DynamicsCRMCortanaCacheService@microsoft.com,Microsoft
d4ebce55-015a-49b5-a083-c84d1797ae8c,Microsoft Intune Enrollment,Microsoft
d52792f4-ba38-424d-8140-ada5b883f293,AAD Terms Of Use,Microsoft
d5b7f828-8c18-452f-9791-554b35e4879f,Windows 365 Intune partner sync,Microsoft
d6037e40-282c-493d-8f63-f255e36c6ef4,Microsoft Dynamics 365 Supply Chain Visibility,Microsoft
d6101214-691f-47d0-8ea3-dca752e62d71,Dataverse Resource Provider,Microsoft
d62121f3-e023-4972-b6b0-794190c0fd98,Office 365 Mover,Microsoft
d66e9e8e-53a4-420c-866d-5bb39aaea675,networkcopilotRP,Microsoft
d6b5a0bd-bf3f-4a8c-b370-619fb3d0e1cc,Dynamics Retail Modern POS,Microsoft
d6bff893-8a0c-41af-aa91-8a041a5c0753,P2P Server,Microsoft
d6fdaa33-e821-4211-83d0-cf74736489e1,Microsoft Service Trust,Microsoft
d7097cd1-c779-44d0-8c71-ab1f8386a97e,Microsoft Office Licensing Service Agents,Microsoft
d73f4b35-55c9-48c7-8b10-651f6f2acb2e,MCAPI Authorization Prod,Microsoft
d7813711-9094-4ad3-a062-cac3ec74ebe8,Microsoft.Azure.Services.AppAuthentication,Microsoft
d7e0a6a1-dde5-4f6e-81ce-781fa7483834,mil.create.powerapps.us,Microsoft
d82073ec-4d7c-4851-9c5d-5d97a911d71d,Kaizala Sync Service,Microsoft
d8877f27-09c0-43aa-8113-40151dae8b14,Microsoft Intune AndroidSync,Microsoft
d88a361a-d488-4271-a13f-a83df7dd99c2,IDML Graph Resolver Service and CAD,Microsoft
d8c767ef-3e9a-48c4-aef9-562696539b39,Request Approvals Read Platform,Microsoft
d8cbf452-c2df-4756-95a5-8aa23fedc3ce,ContactUnification,Microsoft
d8fa9ca8-15de-4a33-b719-9c944b9b2e3e,Sophia Platform Service API,Microsoft
d93420f9-abc8-46b7-b7fc-30ec1f007ee2,Azure API Hub - GCC-Med,Microsoft
d9ce8cfa-8bd8-4ff1-b39b-5e5dd5742935,OmnichannelCRMClient,Microsoft
d9ce8cfa-8bd8-4ff1-b39b-5e5dd5742935,Omnichannel for CS CRM ClientApp Primary,Microsoft
da9b70f6-5323-4ce6-ae5c-88dcc5082966,Universal Print,Microsoft
dac3dc4c-8be0-4972-8c97-e0a8500927f3,PowerAppsDataPlaneBackend,Microsoft
dad3c6de-ed58-42ef-989f-9c0303aaeedc,PowerAutomate-ProcessMining,Microsoft
db040338-7cb4-44df-a22b-785bde7ce0e2,RPA - Machine Management Relay Service - Application,Microsoft
db55028d-e5ba-420f-816a-d18c861aefdf,Microsoft Office Licensing Service vNext,Microsoft
db7de2b5-2149-435e-8043-e080dd50afae,Skype for Business Voicemail,Microsoft
db966cd2-032b-4f21-b7c2-eadd3d68c2f2,CDSUserManagementNonProd,Microsoft
dbc36ae1-c097-4df9-8d94-343c3d091a76,Service Encryption,Microsoft
dbcbd02a-d7c4-42fb-8c27-b07e5118b848,Azure Graph,Microsoft
dc3294af-4679-418f-a30c-76948e23fe1c,Microsoft Kaizala,Microsoft
dc426ec9-396a-46fd-8445-564554907e34,PowerApps Web Player Service - high.apps.powerapps.us,Microsoft
dc457883-bafe-4f8b-a333-29685e7eaa9e,PPE-DataResidencyService,Microsoft
dcad865d-9257-4521-ad4d-bae3e137b345,Microsoft SharePoint Online - SharePoint Home,Microsoft
dd63a01a-ae84-4d07-bf60-69dadeaa8c89,Project Finder Mobile,Microsoft
dd762716-544d-4aeb-a526-687b73838a22,Microsoft Device Registration Client,Microsoft
ddbf3205-c6bd-46ae-8127-60eb93363864,Microsoft Azure Batch,Microsoft
de096ee1-dae7-4ee1-8dd5-d88ccc473815,MileIQ Admin Center,Microsoft
de17788e-c765-4d31-aba4-fb837cfff174,Skype for Business Management Reporting and Analytics,Microsoft
de247707-4e4a-47d6-89fd-3c632f870b34,CloudLicensingSystem,Microsoft
de490f5e-b798-48d8-ae3b-c220d7494cef,BAGSolutionsInstaller,Microsoft
de8bc8b5-d9f9-48b1-a8ad-b748da725064,Graph explorer (official site),Microsoft
de8e0d25-0c9e-4230-87d6-cf379be2f1bd,Flow-CDSNativeConnectorTIP2US,Microsoft
de926fbf-e23b-41f9-ae15-c943a9cfa630,Microsoft Azure Authorization Private Link Provider,Microsoft
de9fe347-3128-4a28-9b19-cd4ecca1f526,TPSProxyServiceTST,Microsoft
dee7ba80-6a55-4f3b-a86c-746a9231ae49,Microsoft AppPlat EMA,Microsoft
df09ff61-2178-45d8-888c-4210c1c7b0b2,O365 UAP Processor,Microsoft
e03e16b9-5fbd-4fb5-a756-d446796d1257,Cisco Webex,Microsoft
e08ab642-962a-4175-913c-165f557d799a,teams contacts griffin processor,Microsoft
e0ccf59d-5a20-4a87-a122-f42842cdb86a,Microsoft Defender for Cloud Scanner Resource Provider,Microsoft
e1255f48-529f-4573-8ad2-8b13d784cd1c,PowerAutomate-ProcessMining-TEST,Microsoft
e1335bb1-2aec-4f92-8140-0e6e61ae77e5,CIWebService,Microsoft
e1829006-9cf1-4d05-8b48-2e665cb48e6a,Microsoft Teams Web Client,Microsoft
e18cedde-9458-482f-9dd1-558c597ac42e,Hybrid Connectivity RP,Microsoft
e1979c22-8b73-4aed-a4da-572cc4d0b832,App Studio for Microsoft Teams,Microsoft
e1ead297-b008-4e59-9ce2-d696b3b0f9c4,CodeTwo Migration,Microsoft
e29b5c86-b9ab-4a86-9a20-d10842007599,SharePoint Framework Azure AD Helper,Microsoft
e3335adb-5ca0-40dc-b8d3-bedc094e523b,SubscriptionRP,Microsoft
e3583ad2-c781-4224-9b91-ad15a8179ba0,Microsoft.ExtensibleRealUserMonitoring,Microsoft
e3a3c6d7-bd80-4be5-88da-c2226a5d9328,Microsoft Defender For Cloud Billing,Microsoft
e3cf99e1-a6e5-4284-9f92-261c7713bc54,Customer Experience Platform CDPA Provisioning PROD,Microsoft
e406a681-f3d4-42a8-90b6-c2b029497af1,Azure Storage,Microsoft
e462442e-6682-465b-a31f-652a88bfbe51,Microsoft events,Microsoft
e548fb5c-c385-41a6-a31d-6dbc2f0ca8a3,JobsServiceProd,Microsoft
e548fb5c-c385-41a6-a31d-6dbc2f0ca8a3,Microsoft Dynamics Jobs Service,Microsoft
e582717c-581c-4a51-a8d7-5cd28f59497a,Prod M365FLWPClient FirstRelease,Microsoft
e64aa8bc-8eb4-40e2-898b-cf261a25954f,CRM Power BI Integration,Microsoft
e807d0e2-91da-40d6-8cee-e33c91a0b051,PROD Microsoft Defender For Cloud Athena,Microsoft
e8ab36af-d4be-4833-a38b-4d6cf1cfd525,MicrosoftSocialEngagement@microsoft.com,Microsoft
e8ab36af-d4be-4833-a38b-4d6cf1cfd525,Microsoft Social Engagement,Microsoft
e8bdeda8-b4a3-4eed-b307-5e2456238a77,Office365 Shell SS-Server,Microsoft
e8c38929-689f-4155-96f7-ab45b0f67cec,TrustedPublishersProxyService-GccModerate,Microsoft
e933bd07-d2ee-4f1d-933c-3752b819567b,Azure Monitor Control Service,Microsoft
e935b4a5-8968-416d-8414-caed51c782a9,MicrosoftGuestConfiguration,Microsoft
e95d8bee-4725-4f59-910d-94d415da51b9,Skype for Business Name Dictionary Service,Microsoft
e97edbaf-39b2-4546-ba61-0a24e1bef890,EHRTeleHealth,Microsoft
e97edbaf-39b2-4546-ba61-0a24e1bef890,Teams EHR Connector,Microsoft
e9b154d0-7658-433b-bb25-6b8e0a8a7c59,Outlook Lite,Microsoft
e9c51622-460d-4d3d-952d-966a5b1da34c,Microsoft Edge,Microsoft
ea0616ba-638b-4df5-95b9-636659ae5121,Power BI Gateway,Microsoft
ea62c1c6-550b-4238-8ea7-c55a85d86be8,Teams Work Report,Microsoft
ea890292-c8c8-4433-b5ea-b09d0668e1a6,Azure Credential Configuration Endpoint Service,Microsoft
eacba838-453c-4d3e-8c6a-eb815d3469a3,Microsoft Flow CDS Integration Service TIP1,Microsoft
eace8149-b661-472f-b40d-939f89085bd4,Substrate Instant Revocation Pipeline,Microsoft
eaf8a961-f56e-47eb-9ffd-936e22a554ef,DevilFish,Microsoft
ebe0c285-db95-403f-a1a3-a793bd6d7767,Office MRO Device Manager Service,Microsoft
ebf6b2b7-c635-4217-b6b7-21de4ac65764,WPSTrialSignUpService_Prod,Microsoft
ec245c98-4a90-40c2-955a-88b727d97151,AzureADIdentityGovernanceUserManagement,Microsoft
ec245c98-4a90-40c2-955a-88b727d97151,Azure AD Identity Governance - User Management,Microsoft
edfdd43b-26b5-498b-b89f-515ddf78dcc2,CCaaSCRMClient,Microsoft
ee45196f-bd15-4010-9a66-c8497a97a873,Microsoft Defender For Cloud Discovery,Microsoft
ee90a17f-1cb7-4909-be27-dfc2dcc4dc15,Power Automate Desktop,Microsoft
eec53b1f-b9a4-4479-acf5-6b247c6a49f2,Microsoft.HybridCompute Agent Service,Microsoft
ef32e2a3-262a-44e5-a270-4dfb7b6d0bb2,AiBuilder PAIO-CDS Prod,Microsoft
ef47e344-4bff-4e28-87da-6551a21ffbe0,BingTest,Microsoft
ef4c7f67-65bd-4506-8179-5ddcc5509aeb,Skype For Business Entitlement,Microsoft
ef5d5c69-a5df-46bb-acaf-426f161a21a2,Managed Service Identity,Microsoft
ef947699-9b52-4b31-9a37-ef325c6ffc47,Power Query Online GCC-L4,Microsoft
f034940d-60b7-4587-afc9-ac1786ad7419,RelevanceSearch,Microsoft
f05ff7c9-f75a-4acd-a3b5-f4b6a870245d,SharePoint Android,Microsoft
f09d1391-098c-47d7-ac7e-6ed2afc5016b,MicrosoftAzureADFulfillment,Microsoft
f0ae4899-d877-4d3c-ae25-679e38eea492,AAD App Management,Microsoft
f0b72488-7082-488a-a7e8-eada97bd842d,Power BI Report Builder,Microsoft
f10573e9-a3c7-41b4-b203-4b1baed8fc8c,Customer Experience Platform FRE TIP Non-Prod,Microsoft
f18b59c9-5926-4a65-8605-c23ec8c7e074,console-m365d,Microsoft
f1a1e36a-d61f-4283-9f48-0867636e332c,Power Automate Desktop GCC High,Microsoft
f2537abf-644e-4a0d-9f7b-c91c45c643db,Teams Admin Monitoring Alerting Platform,Microsoft
f25a7567-8ec5-4582-8a65-bfd66b0530cc,ReportReplica,Microsoft
f2c304cf-8e7e-4c3f-8164-16299ad9d272,Azure Management Groups,Microsoft
f36c30df-d241-4c14-a0ee-752c71e4d3da,IDS-PROD,Microsoft
f3a218b7-5c8f-460b-93af-56b072788c15,Microsoft Workplace Search Service,Microsoft
f3b07414-6bf4-46e6-b63f-56941f3f4128,Microsoft Power Query,Microsoft
f3b07414-6bf4-46e6-b63f-56941f3f4128,Power Query Online,Microsoft
f40b99cd-675e-4ce8-ae86-47b77d2a9c4d,Microsoft Mashup Engine,Microsoft
f416c5fc-9ac4-4f66-a8e5-cb203139cbe4,OCPS Admin Service,Microsoft
f448d7e5-e313-4f90-a3eb-5dbb3277e4b3,Media Recording for Dynamics 365 Sales,Microsoft
f44b1140-bc5e-48c6-8dc0-5cf5a53c0e34,Microsoft Edge,Microsoft
f4628e70-c712-4b42-b0c9-f354dc97ea49,MSXFAQ ScheduleMeeting,Microsoft
f5223e1a-4d50-4fda-9049-55d819fbb03e,Customer Experience Platform CDPA Provisioning TIP,Microsoft
f53895d3-095d-408f-8e93-8f94b391404e,Portfolios,Microsoft
